BuildingType,PrimaryPropertyType,Neighborhood,BuildingAge,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),PercentagePropertyGFABuildings,GFAperBuilding,GFAperFloor,LargestPropertyUseType,LargestPropertyUseTypeGFAPourcentage,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFAPourcentage,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFAPourcentage,ENERGYSTARScore,PercentageSteamUse(kBtu),PercentageElectricity(kBtu),SiteEnergyUseWN(kBtu),SiteEUIWN(kBtu/sf),TotalGHGEmissions,GHGEmissionsIntensity
NonResidential,Warehouse,LAKE UNION,25,1,3,75397,8161,67236,89.0,67236.0,22412.0,Non-Refrigerated Warehouse,89.0,Parking,11.0,,,91.0,0.0,74.0,571637.5,8.5,9.63,0.13
NonResidential,Hospital,EAST,16,9,8,1158691,0,1158691,100.0,128743.0,16093.0,Hospital (General Medical & Surgical),117.0,Parking,33.0,,,29.0,41.0,57.0,296671744.0,219.6999969,10734.57,9.26
NonResidential,Senior Care Community,DOWNTOWN,17,1,5,102796,12611,90185,88.0,90185.0,18037.0,Senior Care Community,54.0,Medical Office,39.0,K-12 School,3.0,,0.0,72.0,10281401.0,100.0,193.94,1.89
NonResidential,K-12 School,NORTHEAST,88,1,2,55653,0,55653,100.0,55653.0,27826.0,K-12 School,100.0,,,,,98.0,0.0,0.0,1597907.25,28.79999924,72.88,1.31
NonResidential,Hotel,NORTHEAST,85,1,16,106860,0,106860,100.0,106860.0,6679.0,Hotel,100.0,,,,,49.0,0.0,28.0,12616417.0,118.0999985,469.57,4.39
NonResidential,Small- and Mid-Sized Office,NORTH,44,1,5,50759,0,50759,100.0,50759.0,10152.0,Office,93.0,Restaurant,7.0,,,62.0,0.0,77.0,3321734.0,65.40000153,49.09,0.97
NonResidential,Worship Facility,NORTHEAST,64,1,2,56772,0,56772,100.0,56772.0,28386.0,Worship Facility,100.0,,,,,46.0,0.0,35.0,2762805.5,48.70000076,84.57,1.49
NonResidential,Worship Facility,NORTHEAST,64,1,3,103000,0,103000,100.0,103000.0,34333.0,Worship Facility,100.0,,,,,42.0,0.0,43.0,5391782.0,52.29999924,149.93,1.46
NonResidential,Other,DOWNTOWN,102,1,7,128766,0,128766,100.0,128766.0,18395.0,Other - Entertainment/Public Assembly,85.0,Other,10.0,Office,5.0,,0.0,95.0,6057410.0,47.0,57.21,0.44
NonResidential,Residence Hall,DOWNTOWN,103,1,9,107572,0,107572,100.0,107572.0,11952.0,Residence Hall/Dormitory,59.0,Office,25.0,Retail Store,10.0,76.0,52.0,42.0,5879083.0,57.79999924,254.87,2.37
NonResidential,Other,DOWNTOWN,61,1,15,230880,0,230880,100.0,230880.0,15392.0,Other,88.0,,,,,,0.0,101.0,61674856.0,303.7999878,433.6,1.88
NonResidential,Other,MAGNOLIA / QUEEN ANNE,43,1,1,76086,0,76086,100.0,76086.0,76086.0,Other,102.0,,,,,,0.0,44.0,3576720.0,46.0,101.41,1.33
NonResidential,Medical Office,MAGNOLIA / QUEEN ANNE,89,1,5,190000,39000,151000,79.0,151000.0,30200.0,Medical Office,77.0,Office,5.0,,,1.0,0.0,65.0,28731502.0,183.5,661.04,3.48
NonResidential,Hotel,DOWNTOWN,55,1,4,122309,0,122309,100.0,122309.0,30577.0,Hotel,100.0,,,,,8.0,0.0,24.0,26122018.0,213.6000061,1060.13,8.67
Campus,Other,DOWNTOWN,21,4,3,215476,0,215476,100.0,53869.0,17956.0,Other,101.0,,,,,,0.0,56.0,24606366.0,113.3000031,639.39,2.97
NonResidential,Hotel,DOWNTOWN,13,1,8,254273,38800,215473,85.0,215473.0,26934.0,Hotel,109.0,,,,,29.0,0.0,51.0,26831896.0,96.90000153,780.84,3.07
Nonresidential COS,Other,DOWNTOWN,36,1,2,69400,0,69400,100.0,69400.0,34700.0,Other - Entertainment/Public Assembly,100.0,,,,,,0.0,69.0,15230290.0,219.5,301.76,4.35
NonResidential,Mixed Use Property,DOWNTOWN,116,1,1,62900,0,62900,100.0,62900.0,62900.0,Restaurant,52.0,Other,47.0,Retail Store,5.0,,0.0,35.0,10883874.0,165.6999969,377.27,6.0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,102,1,4,56500,0,56500,100.0,56500.0,14125.0,Office,58.0,Retail Store,12.0,,,98.0,33.0,59.0,1500938.5,37.5,44.22,0.78
NonResidential,Warehouse,GREATER DUWAMISH,8,1,4,203504,0,203504,100.0,203504.0,50876.0,Non-Refrigerated Warehouse,78.0,Other - Services,22.0,,,72.0,0.0,96.0,3944732.0,19.39999962,26.39,0.13
NonResidential,Large Office,DOWNTOWN,48,1,3,100734,26731,74003,73.0,74003.0,24668.0,Office,100.0,,,,,20.0,0.0,99.0,9892566.0,98.19999695,68.24,0.68
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,35,1,4,77662,18504,59158,76.0,59158.0,14790.0,Office,80.0,Parking,23.0,,,57.0,0.0,83.0,5168686.5,83.19999695,68.19,0.88
NonResidential,Large Office,DOWNTOWN,38,1,12,234000,21790,212210,91.0,212210.0,17684.0,Office,74.0,Laboratory,13.0,Parking,11.0,39.0,0.0,97.0,18811322.0,90.09999847,149.27,0.64
NonResidential,Large Office,DOWNTOWN,27,1,25,369996,0,369996,100.0,369996.0,14800.0,Office,104.0,Parking,34.0,,,74.0,0.0,100.0,24755086.0,64.5,172.58,0.47
NonResidential,Retail Store,DOWNTOWN,91,1,10,693450,0,693450,100.0,693450.0,69345.0,Retail Store,52.0,Office,48.0,,,93.0,0.0,94.0,40037736.0,57.70000076,398.19,0.57
NonResidential,Large Office,DOWNTOWN,40,1,33,791396,0,791396,100.0,791396.0,23982.0,Office,79.0,Parking,17.0,Other,4.0,89.0,0.0,97.0,42227404.0,62.40000153,313.3,0.4
NonResidential,Large Office,DOWNTOWN,16,1,23,747747,205076,542671,73.0,542671.0,23594.0,Office,73.0,Parking,29.0,Restaurant,1.0,90.0,0.0,88.0,31693704.0,57.40000153,359.11,0.48
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,90,1,10,63409,7757,55652,88.0,55652.0,5565.0,Office,71.0,Retail Store,10.0,,,90.0,55.0,35.0,3826622.5,74.40000153,170.51,2.69
NonResidential,Large Office,DOWNTOWN,86,1,17,204790,30000,174790,85.0,174790.0,10282.0,Office,69.0,Other - Recreation,8.0,Retail Store,7.0,91.0,0.0,83.0,8081443.0,46.5,100.26,0.49
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,100,1,5,73399,0,73399,100.0,73399.0,14680.0,Office,70.0,Retail Store,14.0,,,61.0,0.0,94.0,3992167.75,64.90000153,26.19,0.36
NonResidential,Large Office,DOWNTOWN,47,1,20,265851,32334,233517,88.0,233517.0,11676.0,Office,85.0,Parking,11.0,,,90.0,42.0,51.0,15742790.0,69.5,563.25,2.12
NonResidential,Large Office,DOWNTOWN,7,1,25,758043,228668,529375,70.0,529375.0,21175.0,Office,77.0,Parking,25.0,,,95.0,0.0,97.0,27018020.0,46.40000153,229.25,0.3
NonResidential,Large Office,DOWNTOWN,48,1,12,206000,0,206000,100.0,206000.0,17167.0,Office,78.0,Parking,25.0,,,91.0,25.0,69.0,9075988.0,56.40000153,222.19,1.08
NonResidential,Large Office,DOWNTOWN,7,1,36,824887,154972,669915,81.0,669915.0,18609.0,Office,90.0,Parking,20.0,,,97.0,0.0,100.0,39360016.0,52.90000153,275.54,0.33
NonResidential,Large Office,DOWNTOWN,26,1,16,480840,141600,339240,71.0,339240.0,21202.0,Office,65.0,Parking,26.0,Fitness Center/Health Club/Gym,4.0,94.0,0.0,96.0,18468776.0,54.40000153,130.73,0.27
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,116,1,7,89550,0,89550,100.0,89550.0,12793.0,Office,72.0,Retail Store,11.0,Social/Meeting Hall,8.0,85.0,8.0,86.0,4135330.5,50.59999847,51.67,0.58
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,116,1,6,89355,0,89355,100.0,89355.0,14892.0,Office,92.0,Retail Store,8.0,,,66.0,0.0,98.0,4188308.75,46.90000153,31.97,0.36
NonResidential,Large Office,DOWNTOWN,94,1,15,388934,0,388934,100.0,388934.0,25929.0,Office,100.0,,,,,89.0,6.0,92.0,18982748.0,48.79999924,213.23,0.55
NonResidential,Large Office,DOWNTOWN,87,1,22,384302,0,384302,100.0,384302.0,17468.0,Office,91.0,Convenience Store without Gas Station,1.0,Food Service,0.0,98.0,0.0,96.0,10471812.0,29.60000038,70.15,0.18
NonResidential,Large Office,DOWNTOWN,33,1,47,1323055,0,1323055,100.0,1323055.0,28150.0,Office,76.0,Parking,21.0,Restaurant,3.0,94.0,0.0,100.0,44683660.0,42.59999847,318.97,0.24
NonResidential,Large Office,DOWNTOWN,30,1,41,589921,129432,460489,78.0,460489.0,11231.0,Office,80.0,Parking,18.0,Pre-school/Daycare,2.0,84.0,0.0,100.0,24603420.0,51.20000076,171.52,0.29
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,66,1,6,91091,1392,89699,98.0,89699.0,14950.0,Office,98.0,Parking,2.0,,,,25.0,71.0,1916413.75,21.39999962,46.56,0.51
NonResidential,Large Office,DOWNTOWN,48,1,8,157941,62993,94948,60.0,94948.0,11868.0,Office,54.0,Parking,10.0,,,81.0,0.0,100.0,3743228.5,44.09999847,26.1,0.17
NonResidential,Large Office,DOWNTOWN,25,1,29,635303,197231,438072,69.0,438072.0,15106.0,Office,82.0,Parking,31.0,Convenience Store without Gas Station,1.0,95.0,1.0,96.0,18754466.0,35.90000153,139.72,0.22
NonResidential,Large Office,DOWNTOWN,36,1,34,776762,162604,614158,79.0,614158.0,18063.0,Office,78.0,Parking,20.0,,,81.0,0.0,100.0,32577050.0,53.79999924,231.32,0.3
NonResidential,Large Office,DOWNTOWN,44,1,14,186768,23775,162993,87.0,162993.0,11642.0,Office,98.0,Parking,18.0,Data Center,0.0,95.0,22.0,76.0,9843217.0,53.90000153,218.53,1.17
NonResidential,Large Office,DOWNTOWN,47,1,49,1123435,368980,754455,67.0,754455.0,15397.0,Office,72.0,Parking,21.0,Other,3.0,89.0,0.0,81.0,47518124.0,55.5,627.87,0.56
NonResidential,Large Office,DOWNTOWN,14,1,37,1052469,164420,888049,84.0,888049.0,24001.0,Office,73.0,Parking,18.0,Financial Office,10.0,93.0,0.0,98.0,42071712.0,47.20000076,287.32,0.27
NonResidential,Large Office,DOWNTOWN,43,1,42,617684,171500,446184,72.0,446184.0,10623.0,Office,94.0,Parking,31.0,Retail Store,3.0,28.0,1.0,96.0,71568952.0,119.4000015,546.65,0.88
NonResidential,Large Office,DOWNTOWN,109,1,8,201480,0,201480,100.0,201480.0,25185.0,Office,80.0,Retail Store,14.0,Non-Refrigerated Warehouse,5.0,91.0,17.0,77.0,9510490.0,47.20000076,175.95,0.87
Nonresidential COS,Large Office,DOWNTOWN,26,1,63,1354987,159600,1195387,88.0,1195387.0,18974.0,Office,88.0,Parking,12.0,Other,1.0,89.0,0.0,100.0,61576184.0,50.40000153,429.27,0.32
Nonresidential COS,Large Office,DOWNTOWN,15,1,14,310490,0,310490,100.0,310490.0,22178.0,Office,87.0,Other,9.0,Data Center,0.0,,0.0,73.0,21960822.0,73.59999847,380.37,1.23
Nonresidential COS,Large Office,DOWNTOWN,13,1,8,199530,30660,168870,85.0,168870.0,21109.0,Office,80.0,Parking,9.0,Other,9.0,69.0,0.0,63.0,13972700.0,77.40000153,298.61,1.5
NonResidential,Large Office,DOWNTOWN,10,1,13,372242,52703,319539,86.0,319539.0,24580.0,Office,86.0,Parking,14.0,,,98.0,0.0,81.0,13862720.0,43.40000153,216.24,0.58
NonResidential,Large Office,DOWNTOWN,107,1,7,114395,8296,106099,93.0,106099.0,15157.0,Office,84.0,,,,,99.0,0.0,55.0,2970604.25,30.79999924,70.17,0.61
NonResidential,Retail Store,NORTHEAST,38,1,2,89200,0,89200,100.0,89200.0,44600.0,Retail Store,100.0,,,,,83.0,0.0,82.0,6707359.5,75.19999695,89.47,1.0
NonResidential,Large Office,NORTHEAST,45,1,23,474546,0,474546,100.0,474546.0,20632.0,Office,100.0,,,,,77.0,0.0,95.0,29997380.0,63.20000076,198.34,0.42
NonResidential,Other,NORTHEAST,47,1,5,36000,0,36000,100.0,36000.0,7200.0,Data Center,100.0,,,,,96.0,0.0,100.0,30038490.0,834.4000244,209.41,5.82
NonResidential,Small- and Mid-Sized Office,NORTHEAST,55,1,5,99005,0,99005,100.0,99005.0,19801.0,Office,80.0,,,,,70.0,0.0,57.0,5008123.5,63.0,119.03,1.2
NonResidential,Large Office,NORTHEAST,14,1,6,135051,44248,90803,67.0,90803.0,15134.0,Office,71.0,Parking,31.0,,,88.0,0.0,100.0,4426136.0,46.09999847,30.86,0.23
NonResidential,Large Office,NORTHEAST,14,1,5,220649,82720,137929,63.0,137929.0,27586.0,Office,66.0,Parking,41.0,,,93.0,0.0,100.0,7046345.5,48.29999924,49.12,0.22
NonResidential,Self-Storage Facility,DOWNTOWN,52,1,5,93660,0,93660,100.0,93660.0,18732.0,Self-Storage Facility,100.0,,,,,,0.0,93.0,940359.1875,10.0,6.09,0.07
NonResidential,Large Office,DOWNTOWN,36,1,18,413715,64660,349055,84.0,349055.0,19392.0,Office,84.0,Parking,17.0,,,79.0,0.0,100.0,24224888.0,69.59999847,168.88,0.41
NonResidential,Mixed Use Property,DOWNTOWN,16,1,11,381381,195621,185760,49.0,185760.0,16887.0,Parking,48.0,Office,43.0,Fitness Center/Health Club/Gym,10.0,94.0,0.0,97.0,9944328.0,49.20000076,72.42,0.19
NonResidential,Large Office,DOWNTOWN,37,1,24,543876,116721,427155,79.0,427155.0,17798.0,Office,78.0,Parking,20.0,,,79.0,0.0,97.0,26144226.0,61.70000076,176.43,0.32
NonResidential,Mixed Use Property,DOWNTOWN,36,1,4,109347,38700,70647,65.0,70647.0,17662.0,Laboratory,39.0,Parking,35.0,Office,26.0,,0.0,89.0,8381544.5,118.5999985,91.13,0.83
NonResidential,Large Office,DOWNTOWN,34,1,6,396626,124216,272410,69.0,272410.0,45402.0,Office,69.0,Parking,31.0,,,64.0,0.0,101.0,20179120.0,73.59999847,141.95,0.36
NonResidential,Large Office,DOWNTOWN,14,1,6,287471,83591,203880,71.0,203880.0,33980.0,Office,67.0,Parking,25.0,Other - Restaurant/Bar,2.0,74.0,0.0,100.0,14913424.0,74.90000153,103.97,0.36
NonResidential,Large Office,DOWNTOWN,69,1,3,192630,48512,144118,75.0,144118.0,48039.0,Office,76.0,Parking,25.0,,,94.0,0.0,93.0,5569686.0,38.09999847,46.03,0.24
NonResidential,Large Office,DOWNTOWN,32,1,8,253103,61986,191117,76.0,191117.0,23890.0,Office,63.0,Parking,28.0,Other,9.0,3.0,0.0,100.0,29949248.0,161.1999969,208.79,0.82
NonResidential,Supermarket / Grocery Store,NORTHWEST,60,1,1,60880,0,60880,100.0,60880.0,60880.0,Supermarket/Grocery Store,101.0,,,,,54.0,0.0,55.0,14736775.0,239.0,384.27,6.31
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,116,1,5,50176,0,50176,100.0,50176.0,10035.0,Office,100.0,Other,17.0,Restaurant,8.0,77.0,0.0,97.0,2933288.75,46.59999847,24.91,0.5
NonResidential,Large Office,DOWNTOWN,104,1,42,304346,0,304346,100.0,304346.0,7246.0,Office,81.0,Retail Store,3.0,Other - Restaurant/Bar,2.0,72.0,4.0,45.0,24880988.0,94.5,741.3,2.44
NonResidential,Warehouse,GREATER DUWAMISH,39,1,1,128800,0,128800,100.0,128800.0,128800.0,Non-Refrigerated Warehouse,93.0,Other,7.0,,,97.0,0.0,18.0,2098949.75,16.29999924,78.92,0.61
NonResidential,Large Office,DOWNTOWN,89,1,8,321945,0,321945,100.0,321945.0,40243.0,Office,52.0,Performing Arts,12.0,Retail Store,6.0,76.0,26.0,71.0,14072349.0,62.29999924,355.05,1.1
NonResidential,Large Office,DOWNTOWN,52,1,22,336330,0,336330,100.0,336330.0,15288.0,Office,76.0,Parking,20.0,Other - Restaurant/Bar,2.0,77.0,27.0,67.0,19730534.0,74.80000305,530.66,1.58
NonResidential,Large Office,DOWNTOWN,56,1,21,298426,0,298426,100.0,298426.0,14211.0,Office,96.0,Parking,66.0,Other - Education,4.0,79.0,45.0,50.0,28559888.0,95.69999695,1084.79,3.64
NonResidential,Large Office,DOWNTOWN,40,1,42,635824,0,635824,100.0,635824.0,15139.0,Office,113.0,Parking,6.0,Restaurant,3.0,69.0,0.0,100.0,48479988.0,62.90000153,337.97,0.53
NonResidential,Hotel,DOWNTOWN,93,1,12,542305,0,542305,100.0,542305.0,45192.0,Hotel,100.0,Swimming Pool,0.0,,,45.0,50.0,42.0,57051236.0,105.1999969,2573.75,4.75
NonResidential,Retail Store,SOUTHEAST,36,1,2,291940,0,291940,100.0,291940.0,145970.0,Retail Store,66.0,Office,34.0,,,80.0,0.0,82.0,12080064.0,41.40000153,162.45,0.56
NonResidential,Mixed Use Property,GREATER DUWAMISH,46,1,1,88400,0,88400,100.0,88400.0,88400.0,Non-Refrigerated Warehouse,38.0,Office,34.0,Distribution Center,31.0,42.0,0.0,53.0,4811200.0,53.0,116.03,1.31
NonResidential,Warehouse,NORTHWEST,56,1,1,52311,0,52311,100.0,52311.0,52311.0,Non-Refrigerated Warehouse,98.0,,,,,96.0,0.0,2.0,1109137.125,21.70000076,48.65,0.93
NonResidential,Other,LAKE UNION,7,1,5,141131,69710,71421,51.0,71421.0,14284.0,Parking,53.0,Office,51.0,,,,0.0,100.0,3085814.0,43.09999847,21.51,0.15
NonResidential,Large Office,LAKE UNION,15,1,5,176532,70067,106465,60.0,106465.0,21293.0,Office,59.0,Parking,40.0,,,60.0,0.0,100.0,5803409.0,56.09999847,40.46,0.23
NonResidential,Warehouse,BALLARD,43,1,1,52500,0,52500,100.0,52500.0,52500.0,Non-Refrigerated Warehouse,94.0,Office,11.0,,,2.0,0.0,72.0,4243867.0,76.80000305,70.47,1.34
NonResidential,Warehouse,BALLARD,57,1,2,57300,0,57300,100.0,57300.0,28650.0,Non-Refrigerated Warehouse,51.0,Office,49.0,,,55.0,0.0,36.0,5095134.5,88.90000153,156.67,2.73
NonResidential,Large Office,DOWNTOWN,100,1,6,350310,0,350310,100.0,350310.0,58385.0,Office,87.0,College/University,8.0,Restaurant,2.0,90.0,0.0,88.0,18102026.0,53.29999924,224.36,0.64
NonResidential,Large Office,DOWNTOWN,28,1,55,1400000,285000,1115000,80.0,1115000.0,20273.0,Office,71.0,Parking,19.0,Other,10.0,92.0,4.0,90.0,55140300.0,48.5,588.9,0.42
NonResidential,Hotel,DOWNTOWN,86,1,21,305548,0,305548,100.0,305548.0,14550.0,Hotel,101.0,,,,,58.0,47.0,42.0,34527356.0,111.4000015,1510.85,4.94
NonResidential,Large Office,DOWNTOWN,27,1,46,1536606,512608,1023998,67.0,1023998.0,22261.0,Office,65.0,Parking,25.0,Other,3.0,89.0,0.0,92.0,58506844.0,53.59999847,530.18,0.35
NonResidential,Large Office,DOWNTOWN,58,1,10,135918,0,135918,100.0,135918.0,13592.0,Office,106.0,,,,,91.0,31.0,64.0,6771618.5,46.79999924,193.72,1.43
NonResidential,Retail Store,DOWNTOWN,102,1,4,79957,0,79957,100.0,79957.0,19989.0,Retail Store,45.0,Office,37.0,,,25.0,0.0,102.0,5171529.0,79.09999847,36.61,0.46
NonResidential,Large Office,DOWNTOWN,33,1,29,500000,0,500000,100.0,500000.0,17241.0,Office,82.0,Parking,16.0,Retail Store,3.0,93.0,0.0,98.0,19249572.0,45.20000076,131.4,0.26
NonResidential,Large Office,DOWNTOWN,90,1,10,132326,0,132326,100.0,132326.0,13233.0,Office,70.0,Other,10.0,Retail Store,7.0,72.0,5.0,93.0,6146691.5,53.70000076,65.2,0.49
NonResidential,Large Office,DOWNTOWN,32,1,6,109830,13200,96630,88.0,96630.0,16105.0,Office,76.0,Parking,12.0,Retail Store,5.0,45.0,0.0,100.0,7335905.5,87.90000153,51.14,0.47
NonResidential,Hotel,DOWNTOWN,43,1,19,332067,59280,272787,82.0,272787.0,14357.0,Hotel,100.0,,,,,6.0,41.0,52.0,37984148.0,114.4000015,1468.5,4.42
NonResidential,Large Office,DOWNTOWN,106,1,10,130513,0,130513,100.0,130513.0,13051.0,Office,67.0,Retail Store,25.0,Restaurant,8.0,49.0,5.0,58.0,11792293.0,90.40000153,318.08,2.44
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,96,1,8,60660,0,60660,100.0,60660.0,7582.0,Office,69.0,Retail Store,8.0,,,,0.0,100.0,2586116.0,55.29999924,18.03,0.3
NonResidential,Large Office,DOWNTOWN,87,1,14,137350,0,137350,100.0,137350.0,9811.0,Office,91.0,,,,,89.0,33.0,60.0,6825027.0,54.79999924,202.99,1.48
NonResidential,Large Office,DOWNTOWN,31,1,30,755000,134662,620338,82.0,620338.0,20678.0,Office,85.0,Parking,17.0,Restaurant,2.0,72.0,1.0,80.0,53974556.0,80.69999695,793.05,1.05
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,110,1,4,63540,0,63540,100.0,63540.0,15885.0,Office,89.0,,,,,72.0,0.0,68.0,3564626.75,62.79999924,74.83,1.18
NonResidential,Large Office,DOWNTOWN,89,1,10,130893,0,130893,100.0,130893.0,13089.0,Office,67.0,Supermarket/Grocery Store,21.0,Medical Office,5.0,80.0,0.0,97.0,7163323.5,58.79999924,48.54,0.37
NonResidential,Mixed Use Property,DOWNTOWN,106,1,5,79920,0,79920,100.0,79920.0,15984.0,Office,50.0,Retail Store,33.0,Other,17.0,,0.0,101.0,2977095.25,37.29999924,20.98,0.26
Campus,Mixed Use Property,DOWNTOWN,108,1,4,137400,0,137400,100.0,137400.0,34350.0,Retail Store,32.0,Other - Restaurant/Bar,14.0,Multifamily Housing,10.0,,0.0,70.0,14879755.0,122.3000031,316.2,2.3
NonResidential,Other,DOWNTOWN,20,1,6,147852,86429,61423,42.0,61423.0,10237.0,Parking,44.0,Retail Store,27.0,Other - Restaurant/Bar,9.0,,0.0,74.0,9671619.0,157.5,185.03,1.25
NonResidential,Other,DOWNTOWN,20,1,4,267335,166960,100375,38.0,100375.0,25094.0,Parking,62.0,Movie Theater,26.0,Other - Restaurant/Bar,10.0,,0.0,70.0,7378420.5,75.80000305,147.75,0.55
NonResidential,Large Office,DOWNTOWN,27,1,56,1605578,389860,1215718,76.0,1215718.0,21709.0,Office,82.0,Parking,24.0,Other,2.0,97.0,2.0,90.0,50984500.0,37.90000153,525.78,0.33
NonResidential,Large Office,DOWNTOWN,36,1,36,794592,0,794592,100.0,794592.0,22072.0,Office,94.0,Parking,5.0,Other,1.0,96.0,0.0,95.0,27340878.0,36.09999847,216.43,0.27
NonResidential,Large Office,DOWNTOWN,45,1,21,456304,93204,363100,80.0,363100.0,17290.0,Office,75.0,Parking,23.0,,,74.0,0.0,95.0,20421248.0,59.5,135.23,0.3
NonResidential,Large Office,DOWNTOWN,30,1,12,115857,15140,100717,87.0,100717.0,8393.0,Office,90.0,Parking,10.0,Restaurant,0.0,89.0,0.0,100.0,4757299.5,45.20000076,33.17,0.29
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,17,1,4,87500,17500,70000,80.0,70000.0,17500.0,Office,80.0,Other,2.0,,,72.0,0.0,100.0,4549892.0,63.40000153,31.72,0.36
NonResidential,Large Office,DOWNTOWN,18,1,11,374405,184776,189629,51.0,189629.0,17239.0,Office,40.0,Laboratory,11.0,,,72.0,0.0,100.0,13329024.0,69.09999847,92.92,0.25
NonResidential,Other,DOWNTOWN,31,1,12,193500,38000,155500,80.0,155500.0,12958.0,Other,76.0,,,,,,0.0,100.0,14436982.0,98.40000153,100.65,0.52
NonResidential,Large Office,DOWNTOWN,93,1,11,102846,0,102846,100.0,102846.0,9350.0,Office,91.0,Retail Store,7.0,,,96.0,58.0,31.0,6047637.0,59.70000076,281.55,2.74
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,91,1,4,52800,0,52800,100.0,52800.0,13200.0,Office,74.0,Restaurant,25.0,,,83.0,0.0,73.0,2500323.75,48.20000076,44.48,0.84
Campus,Mixed Use Property,DOWNTOWN,103,3,10,258497,0,258497,100.0,86166.0,8617.0,Parking,60.0,Office,56.0,Retail Store,40.0,,18.0,78.0,21536130.0,80.09999847,418.9,1.62
NonResidential,Retail Store,DOWNTOWN,87,1,8,861702,0,861702,100.0,861702.0,107713.0,Retail Store,59.0,Other,44.0,,,,17.0,83.0,17666646.0,19.89999962,328.83,0.38
NonResidential,Other,EAST,17,1,5,206950,97400,109550,53.0,109550.0,21910.0,Other,100.0,,,,,,9.0,92.0,19105426.0,92.30000305,249.09,1.2
NonResidential,Other,EAST,28,1,9,46710,0,46710,100.0,46710.0,5190.0,Urgent Care/Clinic/Other Outpatient,100.0,,,,,,33.0,61.0,4439795.5,95.09999847,130.69,2.8
NonResidential,Medical Office,EAST,71,1,3,266000,104000,162000,61.0,162000.0,54000.0,Medical Office,61.0,Parking,39.0,,,65.0,3.0,85.0,14009703.0,86.5,201.15,0.76
NonResidential,Medical Office,EAST,24,1,14,690158,407795,282363,41.0,282363.0,20169.0,Medical Office,39.0,Parking,39.0,,,58.0,0.0,100.0,21156670.0,78.19999695,147.49,0.21
NonResidential,Mixed Use Property,LAKE UNION,15,1,6,378443,177660,200783,53.0,200783.0,33464.0,Parking,43.0,Office,29.0,Data Center,14.0,100.0,0.0,97.0,55073120.0,283.7000122,456.22,1.21
NonResidential,Mixed Use Property,LAKE UNION,15,1,6,213834,104922,108912,51.0,108912.0,18152.0,Parking,49.0,Data Center,25.0,Office,18.0,100.0,0.0,100.0,75073888.0,707.2999878,530.59,2.48
NonResidential,Hotel,LAKE UNION,37,1,5,109017,29409,79608,73.0,79608.0,15922.0,Hotel,100.0,,,,,34.0,0.0,58.0,9707963.0,89.0,243.66,2.24
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,35,1,5,275734,38452,237282,86.0,237282.0,47456.0,Office,83.0,Parking,17.0,,,77.0,0.0,100.0,16373232.0,71.69999695,114.14,0.41
NonResidential,Warehouse,GREATER DUWAMISH,15,1,1,123061,0,123061,100.0,123061.0,123061.0,Non-Refrigerated Warehouse,100.0,,,,,59.0,0.0,100.0,1987934.625,16.20000076,13.86,0.11
NonResidential,Distribution Center,GREATER DUWAMISH,53,1,1,59090,0,59090,100.0,59090.0,59090.0,Distribution Center,68.0,Office,32.0,,,45.0,0.0,20.0,3153949.5,53.40000153,117.11,1.98
NonResidential,Warehouse,GREATER DUWAMISH,53,1,1,106000,0,106000,100.0,106000.0,106000.0,Non-Refrigerated Warehouse,100.0,,,,,93.0,0.0,100.0,763364.5,7.199999809,5.32,0.05
NonResidential,Large Office,LAKE UNION,54,1,3,158600,38400,120200,76.0,120200.0,40067.0,Office,79.0,Parking,21.0,Laboratory,13.0,19.0,0.0,86.0,18471858.0,126.6999969,236.9,1.49
NonResidential,Distribution Center,GREATER DUWAMISH,56,1,1,119661,0,119661,100.0,119661.0,119661.0,Distribution Center,99.0,,,,,97.0,0.0,100.0,775864.1875,6.5,5.44,0.05
NonResidential,Large Office,LAKE UNION,15,1,7,139200,44728,94472,68.0,94472.0,13496.0,Office,59.0,,,,,81.0,0.0,100.0,4342597.0,52.90000153,30.27,0.22
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,32,1,6,95721,33921,61800,65.0,61800.0,10300.0,Office,100.0,Parking,33.0,,,95.0,0.0,97.0,3155171.75,33.0,21.36,0.22
